HOUR,EV1
0.08333333333333333,19
0.16666666666666666,19
0.25,19
0.3333333333333333,19
0.41666666666666663,19
0.49999999999999994,19
0.5833333333333334,19
0.6666666666666666,19
0.75,19
0.8333333333333334,19
0.9166666666666666,19
1.0,19
1.0833333333333333,19
1.1666666666666665,19
1.2499999999999998,19
1.3333333333333333,19
1.4166666666666665,19
1.4999999999999998,19
1.5833333333333333,19
1.6666666666666665,19
1.7499999999999998,19
