HOUR,B1,M1,M2,M3,B2,B3,B4,B5,B6
0.08333333333333333,0.0,-0.0004897552868194675,-0.00041882848948836184,-0.0005035141962211593,-0.00045527571169270146,-0.0008563020612140071,-0.0032689015826802125,-0.005545318035074099,-0.0013332885071171512
0.16666666666666666,0.0,-0.0004336418786835211,-0.0003550375939305216,-0.00044731315597439715,-0.0004069492730595245,-0.0007673666067175068,-0.0028572553304048484,-0.004804161414192651,-0.001242674934750247
0.25,0.0,-0.000368167497579701,-0.0002818925787823263,-0.0003817506808635964,-0.0003492593080676149,-0.0006596937758101529,-0.0023516640220766598,-0.0038937254805535533,-0.001133290166103962
0.3333333333333333,0.0,-0.00033080026776714403,-0.00023684835328460408,-0.00034429692517811447,-0.000319671416021693,-0.0006083061249610304,-0.0021293827132841496,-0.0034990526873761143,-0.001080298677340432
0.41666666666666663,0.0,-0.00030338218205614765,-0.00020175173474378753,-0.00031679287262940633,-0.0003000304686148536,-0.0005768373616876793,-0.002007283370873027,-0.003286386930877964,-0.0010472642241494353
0.49999999999999994,0.0,-0.0002502100533550499,-0.00014091415368186908,-0.00026353343172775287,-0.00025463357847056814,-0.0004938061930457579,-0.0016261723133390278,-0.0026046487175455197,-0.0009625716103369807
0.5833333333333334,0.0,-0.00021442656142022323,-9.746056010891699e-05,-0.00022766358219077534,-0.00022662313312081433,-0.0004455878639821606,-0.0014200681992847615,-0.0022404617290744085,-0.0009127578223009566
0.6666666666666666,0.0,-0.00017616973527240524,-5.153723401201077e-05,-0.0001893202957253592,-0.00019613720173541335,-0.0003924177161838797,-0.0011891804808715697,-0.0018318071823696228,-0.0008579838138044613
0.75,0.0,-0.00012107663866391523,1.1211051113184958e-05,-0.00013413989886743176,-0.00014881105293694164,-0.0003055490698845564,-0.0007893482555623483,-0.0011187124422907195,-0.0007694503677697049
0.8333333333333334,0.0,-9.826613788928092e-05,4.169103131714539e-05,-0.00011124379092601876,-0.00013376889194873125,-0.0002832944173983645,-0.0007137115969246083,-0.0009910021131772065,-0.0007456501857536396
0.9166666666666666,0.0,-8.157917864925077e-05,6.604942811174757e-05,-9.447155111068474e-05,-0.00012485016192325966,-0.0002732938040762487,-0.0006995275248423759,-0.0009741171723440351,-0.0007341266127688418
1.0,0.0,-6.48933187454769e-05,9.040549171661263e-05,-7.770042188363541e-05,-0.0001159317513758924,-0.000263293598236055,-0.0006853442963377621,-0.0009572334694423297,-0.000722603582381862
1.0833333333333333,0.0,-4.820855788998033e-05,0.00011475922284273212,-6.0930402953400974e-05,-0.00010701366023650673,-0.0002532937997855399,-0.0006711619112024237,-0.0009403510041439905,-0.0007110810944669283
1.1666666666666665,0.0,-4.846327897868579e-05,0.00011451343195994616,-6.121995196752934e-05,-0.00010724239340411293,-0.00025373707384258653,-0.0006724690793290414,-0.0009422158521870481,-0.0007117674912946184
1.2499999999999998,0.0,-4.873736165580417e-05,0.00011423952486344694,-6.152899990064905e-05,-0.00010748158162367039,-0.0002541922853891423,-0.0006737939604730491,-0.0009441021464522383,-0.0007124678450826187
1.3333333333333333,0.0,-4.901144492970184e-05,0.00011396561717143941,-6.183804851077809e-05,-0.00010772077036989483,-0.00025464749835493944,-0.000675118850752384,-0.0009459884597090441,-0.0007131682015368768
1.4166666666666665,0.0,-4.928552880039093e-05,0.00011369170888391144,-6.21470977979294e-05,-0.00010795995964279759,-0.00025510271274000644,-0.0006764437501672587,-0.0009478747919580124,-0.0007138685606574385
1.4999999999999998,0.0,-4.955961326788353e-05,0.00011341780000085091,-6.245614776211595e-05,-0.00010819914944238995,-0.0002555579285443717,-0.000677768658717886,-0.0009497611431996905,-0.0007145689224443501
1.5833333333333333,0.0,-4.983369833219157e-05,0.00011314389052224607,-6.276519840335052e-05,-0.00010843833976868313,-0.0002560131457680638,-0.0006790935764044788,-0.0009516475134346257,-0.0007152692868976579
1.6666666666666665,0.0,2.5931093171898385e-05,0.00018886026752513855,1.296849459090941e-05,-7.064652969303791e-05,-0.00021841530095616072,-0.0006423020782632293,-0.0009153765728885383,-0.0006778479084374528
1.7499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
