HOUR,B1,M1,M2,M3,B2,B3,B4,B5,B6
0.08333333333333333,0,0.5,0.0,0.07505200000000001,0.111846,0.22728,0.11364,1.5134852282543183,0.3236094
0.16666666666666666,0,0.5,0.0,0.07459071055385376,0.11145328736277327,0.22525852565688084,0.11262926282844042,1.2987615076725678,0.322587497224072
0.25,0,0.5,0.0,0.07412942110770754,0.11106057472554653,0.2232370513137617,0.11161852565688085,1.0329354170670901,0.321565594448144
0.3333333333333333,0,0.5,0.0,0.07366813166156129,0.11066786208831979,0.22121557697064254,0.11060778848532127,0.919093988279163,0.32054369167221597
0.41666666666666663,0,0.5,0.0,0.07320684221541507,0.11027514945109305,0.2191941026275234,0.1095970513137617,0.8591420725069829,0.31952178889628796
0.49999999999999994,0,0.5,0.0,0.07274555276926883,0.10988243681386632,0.2171726282844042,0.1085863141422021,0.6592380037673499,0.31849988612035995
0.5833333333333334,0,0.5,0.0,0.07228426332312259,0.10948972417663959,0.21515115394128503,0.10757557697064252,0.5536360230499489,0.31747798334443195
0.6666666666666666,0,0.5,0.0,0.07182297387697636,0.10909701153941284,0.2131296795981659,0.10656483979908295,0.4344673546294153,0.31645608056850394
0.75,0,0.5,0.0,0.07136168443083012,0.10870429890218611,0.21110820525504673,0.10555410262752336,0.22338963526741437,0.31543417779257593
0.8333333333333334,0,0.5,0.0,0.0709003949846839,0.10831158626495938,0.2090867309119276,0.1045433654559638,0.18817805782073482,0.3144122750166479
0.9166666666666666,0,0.5,0.0,0.07043910553853766,0.10791887362773264,0.20706525656880842,0.10353262828440421,0.18635873091192756,0.3133903722407199
1.0,0,0.5,0.0,0.06997781609239141,0.1075261609905059,0.20504378222568923,0.10252189111284461,0.1845394040031203,0.3123684694647919
1.0833333333333333,0,0.5,0.0,0.06951652664624519,0.10713344835327916,0.2030223078825701,0.10151115394128506,0.1827200770943131,0.3113465666888639
1.1666666666666665,0,0.5,0.0,0.06970676378926541,0.10707007791244125,0.20344114518921594,0.10172057259460797,0.18309703067029434,0.3115111447687361
1.2499999999999998,0,0.5,0.0,0.0698977456192089,0.10700708390570596,0.20386277174223255,0.10193138587111628,0.1834764945680093,0.31167707898171576
1.3333333333333333,0,0.5,0.0,0.0700887274491524,0.10694408989897067,0.20428439829524914,0.10214219914762457,0.18385595846572422,0.3118430131946955
1.4166666666666665,0,0.5,0.0,0.0702797092790959,0.10688109589223539,0.20470602484826575,0.10235301242413287,0.18423542236343918,0.31200894740767515
1.4999999999999998,0,0.5,0.0,0.07047069110903939,0.1068181018855001,0.2051276514012824,0.1025638257006412,0.18461488626115416,0.3121748816206549
1.5833333333333333,0,0.5,0.0,0.07066167293898287,0.10675510787876481,0.205549277954299,0.1027746389771495,0.1849943501588691,0.3123408158336346
1.6666666666666665,0,0.2922140508890152,0.0,0.07085265476892637,0.10669211387202952,0.2059709045073156,0.1029854522536578,0.18537381405658404,0.31250675004661427
1.7499999999999998,0,0.0,0.0,0.07104363659886986,0.10662911986529423,0.2063925310603322,0.1031962655301661,0.18575327795429897,0.312672684259594
