Time measured,Instantan lufttemperatur i 2m høyde  (TT),Vindhastighet i 2m 60 min middel (FM2),Globalstråling (Q0)
2019-08-15 15:00:00+02,16.1,2.5,185.3
2019-08-15 16:00:00+02,16.5,1.1,121.8
2019-08-15 17:00:00+02,17.5,0.6,255.1
2019-08-15 18:00:00+02,17.1,0.4,200.3
2019-08-15 19:00:00+02,16.4,0.2,102.4
2019-08-15 20:00:00+02,15.5,0.5,12.5
2019-08-15 21:00:00+02,15.0,0.3,0.0
2019-08-15 22:00:00+02,14.5,0.2,0.0
2019-08-15 23:00:00+02,14.7,0.4,0.0
2019-08-16 00:00:00+02,14.9,0.6,0.0
2019-08-16 01:00:00+02,14.7,0.4,0.0
2019-08-16 02:00:00+02,13.3,0.5,0.0
2019-08-16 03:00:00+02,13.0,0.5,0.0
2019-08-16 04:00:00+02,13.0,0.6,0.0
2019-08-16 05:00:00+02,13.2,0.3,1.6
2019-08-16 06:00:00+02,13.7,0.5,24.8
2019-08-16 07:00:00+02,13.9,0.6,24.5
2019-08-16 08:00:00+02,14.7,0.6,46.2
2019-08-16 09:00:00+02,15.7,0.4,69.5
2019-08-16 10:00:00+02,17.7,1.0,300.3
2019-08-16 11:00:00+02,18.9,2.8,465.9
2019-08-16 12:00:00+02,18.6,2.6,488.1
2019-08-16 13:00:00+02,18.4,3.0,401.2
2019-08-16 14:00:00+02,18.9,3.1,364.5
2019-08-16 15:00:00+02,20.1,2.7,656.1
2019-08-16 16:00:00+02,19.0,3.3,435.1
2019-08-16 17:00:00+02,17.7,3.3,304.0
2019-08-16 18:00:00+02,16.6,2.4,72.1
2019-08-16 19:00:00+02,16.2,1.4,70.3
2019-08-16 20:00:00+02,15.1,1.1,11.3
2019-08-16 21:00:00+02,15.4,0.7,0.0
2019-08-16 22:00:00+02,15.9,2.6,0.0
2019-08-16 23:00:00+02,15.8,3.2,0.0
2019-08-17 00:00:00+02,15.7,3.2,0.0
2019-08-17 01:00:00+02,15.9,2.5,0.0
2019-08-17 02:00:00+02,15.9,3.1,0.0
2019-08-17 03:00:00+02,16.0,2.9,0.0
2019-08-17 04:00:00+02,15.8,2.3,0.0
2019-08-17 05:00:00+02,15.1,1.2,0.0
2019-08-17 06:00:00+02,13.6,0.8,6.5
2019-08-17 07:00:00+02,13.4,1.1,17.6
2019-08-17 08:00:00+02,14.2,1.2,64.0
2019-08-17 09:00:00+02,14.5,1.3,55.5
2019-08-17 10:00:00+02,14.9,1.4,77.9
2019-08-17 11:00:00+02,15.0,1.4,69.4
2019-08-17 12:00:00+02,15.2,1.4,60.4
2019-08-17 13:00:00+02,15.8,2.0,37.3
2019-08-17 14:00:00+02,15.9,2.6,51.4
2019-08-17 15:00:00+02,16.1,3.1,59.0
2019-08-17 16:00:00+02,16.1,2.6,33.6
2019-08-17 17:00:00+02,16.7,2.6,52.4
2019-08-17 18:00:00+02,16.8,3.2,73.8
2019-08-17 19:00:00+02,16.8,3.8,47.5
2019-08-17 20:00:00+02,16.4,3.6,10.7
2019-08-17 21:00:00+02,16.2,3.0,0.0
2019-08-17 22:00:00+02,16.2,3.5,0.0
2019-08-17 23:00:00+02,15.8,2.8,0.0
2019-08-18 00:00:00+02,15.7,2.7,0.0
2019-08-18 01:00:00+02,15.9,2.8,0.0
2019-08-18 02:00:00+02,15.6,3.0,0.0
2019-08-18 03:00:00+02,14.5,2.4,0.0
2019-08-18 04:00:00+02,13.5,1.8,0.0
2019-08-18 05:00:00+02,13.3,1.6,0.3
2019-08-18 06:00:00+02,13.1,1.1,25.8
2019-08-18 07:00:00+02,14.3,1.2,54.2
2019-08-18 08:00:00+02,15.4,1.6,109.0
2019-08-18 09:00:00+02,16.7,1.8,396.0
2019-08-18 10:00:00+02,17.1,2.2,433.0
2019-08-18 11:00:00+02,17.2,1.9,362.2
2019-08-18 12:00:00+02,17.7,2.2,357.1
2019-08-18 13:00:00+02,17.5,2.7,355.5
2019-08-18 14:00:00+02,17.4,1.9,227.5
2019-08-18 15:00:00+02,19.2,1.8,359.9
2019-08-18 16:00:00+02,17.9,1.8,375.6
2019-08-18 17:00:00+02,17.2,2.6,232.8
2019-08-18 18:00:00+02,16.8,2.4,100.1
2019-08-18 19:00:00+02,16.8,1.9,110.0
2019-08-18 20:00:00+02,16.1,1.8,25.9
2019-08-18 21:00:00+02,15.8,1.4,0.0
2019-08-18 22:00:00+02,15.5,2.0,0.0
2019-08-18 23:00:00+02,14.9,2.1,0.0
2019-08-19 00:00:00+02,14.1,1.2,0.0
2019-08-19 01:00:00+02,12.9,0.3,0.0
2019-08-19 02:00:00+02,13.2,0.6,0.0
2019-08-19 03:00:00+02,13.3,1.1,0.0
2019-08-19 04:00:00+02,11.5,0.5,0.0
2019-08-19 05:00:00+02,12.5,0.4,0.5
2019-08-19 06:00:00+02,14.1,1.1,35.0
2019-08-19 07:00:00+02,14.0,2.1,58.7
2019-08-19 08:00:00+02,15.4,1.8,111.2
2019-08-19 09:00:00+02,13.7,3.0,233.8
2019-08-19 10:00:00+02,16.7,3.1,361.4
2019-08-19 11:00:00+02,16.5,3.7,350.2
2019-08-19 12:00:00+02,16.3,4.3,434.7
2019-08-19 13:00:00+02,18.1,4.3,627.3
2019-08-19 14:00:00+02,19.1,4.5,559.3
2019-08-19 15:00:00+02,17.9,4.8,504.7
2019-08-19 16:00:00+02,18.4,4.8,258.8
2019-08-19 17:00:00+02,17.7,4.8,370.4
2019-08-19 18:00:00+02,17.6,4.0,156.2
2019-08-19 19:00:00+02,16.7,3.2,67.0
2019-08-19 20:00:00+02,16.5,2.6,5.8
2019-08-19 21:00:00+02,16.1,2.4,0.0
2019-08-19 22:00:00+02,15.6,2.8,0.0
2019-08-19 23:00:00+02,15.1,2.1,0.0
2019-08-20 00:00:00+02,15.4,1.7,0.0
2019-08-20 01:00:00+02,14.6,2.1,0.0
2019-08-20 02:00:00+02,14.0,1.5,0.0
2019-08-20 03:00:00+02,14.0,1.2,0.0
2019-08-20 04:00:00+02,13.3,1.3,0.0
2019-08-20 05:00:00+02,13.6,1.4,0.0
2019-08-20 06:00:00+02,14.1,1.9,29.4
2019-08-20 07:00:00+02,14.8,2.7,66.7
2019-08-20 08:00:00+02,15.5,2.5,115.4
2019-08-20 09:00:00+02,16.7,3.1,382.6
2019-08-20 10:00:00+02,18.1,2.8,500.2
2019-08-20 11:00:00+02,17.2,3.5,440.6
2019-08-20 12:00:00+02,18.2,3.9,599.0
2019-08-20 13:00:00+02,18.3,4.4,599.2
2019-08-20 14:00:00+02,18.3,4.3,611.9
2019-08-20 15:00:00+02,17.3,4.4,377.1
2019-08-20 16:00:00+02,18.3,4.0,464.0
2019-08-20 17:00:00+02,16.9,4.0,302.7
2019-08-20 18:00:00+02,16.7,4.1,116.2
2019-08-20 19:00:00+02,16.4,3.6,65.3
2019-08-20 20:00:00+02,15.9,2.8,13.1
2019-08-20 21:00:00+02,15.5,1.7,0.0
2019-08-20 22:00:00+02,15.2,1.4,0.0
2019-08-20 23:00:00+02,14.6,1.2,0.0
2019-08-21 00:00:00+02,13.4,1.1,0.0
2019-08-21 01:00:00+02,11.6,0.7,0.0
2019-08-21 02:00:00+02,11.7,0.6,0.0
2019-08-21 03:00:00+02,10.6,0.7,0.0
2019-08-21 04:00:00+02,9.8,0.2,0.0
2019-08-21 05:00:00+02,8.8,0.1,0.0
2019-08-21 06:00:00+02,9.9,0.1,30.0
2019-08-21 07:00:00+02,12.2,0.0,80.5
2019-08-21 08:00:00+02,14.8,0.4,156.1
2019-08-21 09:00:00+02,16.2,0.7,306.8
2019-08-21 10:00:00+02,17.6,0.8,502.0
2019-08-21 11:00:00+02,18.7,1.1,599.0
2019-08-21 12:00:00+02,19.8,1.3,660.4
2019-08-21 13:00:00+02,18.8,2.0,659.3
2019-08-21 14:00:00+02,19.7,2.5,650.0
2019-08-21 15:00:00+02,19.2,2.5,592.9
2019-08-21 16:00:00+02,18.8,3.0,494.5
2019-08-21 17:00:00+02,18.3,3.1,376.0
2019-08-21 18:00:00+02,17.7,3.1,242.0
2019-08-21 19:00:00+02,16.6,2.4,64.8
2019-08-21 20:00:00+02,14.5,0.7,12.2
2019-08-21 21:00:00+02,12.0,0.0,0.0
2019-08-21 22:00:00+02,15.0,1.0,0.0
2019-08-21 23:00:00+02,13.8,0.8,0.0
2019-08-22 00:00:00+02,13.0,0.6,0.0
2019-08-22 01:00:00+02,13.0,1.5,0.0
2019-08-22 02:00:00+02,11.1,0.8,0.0
2019-08-22 03:00:00+02,12.1,1.0,0.0
2019-08-22 04:00:00+02,11.1,1.0,0.0
2019-08-22 05:00:00+02,10.5,0.5,0.0
2019-08-22 06:00:00+02,9.9,0.1,26.1
2019-08-22 07:00:00+02,12.0,0.1,41.7
2019-08-22 08:00:00+02,14.0,0.3,84.0
2019-08-22 09:00:00+02,15.2,1.3,90.8
2019-08-22 10:00:00+02,15.5,1.2,158.8
2019-08-22 11:00:00+02,16.3,2.4,157.9
2019-08-22 12:00:00+02,15.7,3.7,92.2
2019-08-22 13:00:00+02,15.7,4.6,127.7
2019-08-22 14:00:00+02,15.4,4.3,96.0
2019-08-22 15:00:00+02,14.9,2.0,61.8
2019-08-22 16:00:00+02,14.9,4.3,77.4
2019-08-22 17:00:00+02,15.3,4.6,135.1
2019-08-22 18:00:00+02,15.5,4.0,162.2
2019-08-22 19:00:00+02,15.3,3.7,75.6
2019-08-22 20:00:00+02,14.9,2.9,12.8
2019-08-22 21:00:00+02,14.8,2.3,0.0
2019-08-22 22:00:00+02,15.1,2.3,0.0
2019-08-22 23:00:00+02,14.7,2.3,0.0
2019-08-23 00:00:00+02,14.3,2.4,0.0
2019-08-23 01:00:00+02,14.4,1.3,0.0
2019-08-23 02:00:00+02,14.9,1.4,0.0
2019-08-23 03:00:00+02,15.1,2.7,0.0
2019-08-23 04:00:00+02,14.6,0.9,0.0
2019-08-23 05:00:00+02,15.2,1.5,0.0
2019-08-23 06:00:00+02,16.2,2.6,10.7
2019-08-23 07:00:00+02,16.4,2.2,18.7
2019-08-23 08:00:00+02,16.8,2.6,70.9
2019-08-23 09:00:00+02,17.3,2.7,142.4
2019-08-23 10:00:00+02,18.1,2.6,226.5
2019-08-23 11:00:00+02,19.2,2.2,277.9
2019-08-23 12:00:00+02,21.0,2.5,602.5
2019-08-23 13:00:00+02,20.8,2.2,449.7
2019-08-23 14:00:00+02,20.5,2.7,380.9
2019-08-23 15:00:00+02,22.7,1.8,377.3
2019-08-23 16:00:00+02,22.0,2.4,483.4
2019-08-23 17:00:00+02,21.2,1.9,346.7
2019-08-23 18:00:00+02,19.5,1.8,160.1
2019-08-23 19:00:00+02,19.4,1.5,44.7
2019-08-23 20:00:00+02,17.1,0.9,7.7
2019-08-23 21:00:00+02,15.9,0.3,0.0
2019-08-23 22:00:00+02,17.1,0.7,0.0
2019-08-23 23:00:00+02,15.3,0.7,0.0
2019-08-24 00:00:00+02,13.9,0.4,0.0
2019-08-24 01:00:00+02,12.9,0.2,0.0
2019-08-24 02:00:00+02,12.0,0.1,0.0
2019-08-24 03:00:00+02,11.1,0.1,0.0
2019-08-24 04:00:00+02,10.1,0.1,0.0
2019-08-24 05:00:00+02,10.1,0.0,0.0
2019-08-24 06:00:00+02,10.7,0.1,22.7
2019-08-24 07:00:00+02,13.1,0.3,63.5
2019-08-24 08:00:00+02,14.5,0.4,95.5
2019-08-24 09:00:00+02,16.8,0.5,293.8
2019-08-24 10:00:00+02,19.5,0.5,393.9
2019-08-24 11:00:00+02,19.8,0.6,402.5
2019-08-24 12:00:00+02,21.5,1.0,529.5
2019-08-24 13:00:00+02,21.7,1.7,575.4
2019-08-24 14:00:00+02,20.4,2.6,506.6
2019-08-24 15:00:00+02,20.2,3.0,503.0
2019-08-24 16:00:00+02,21.3,2.3,477.6
2019-08-24 17:00:00+02,19.9,2.5,366.2
2019-08-24 18:00:00+02,18.0,2.5,197.2
2019-08-24 19:00:00+02,17.1,2.0,47.4
2019-08-24 20:00:00+02,16.3,0.8,8.5
2019-08-24 21:00:00+02,16.0,0.3,0.0
2019-08-24 22:00:00+02,16.4,0.8,0.0
2019-08-24 23:00:00+02,16.2,0.8,0.0
2019-08-25 00:00:00+02,16.4,0.6,0.0
2019-08-25 01:00:00+02,16.8,1.6,0.0
2019-08-25 02:00:00+02,16.6,0.6,0.0
2019-08-25 03:00:00+02,16.5,0.1,0.0
2019-08-25 04:00:00+02,16.1,0.2,0.0
2019-08-25 05:00:00+02,15.9,0.3,0.0
2019-08-25 06:00:00+02,16.3,0.3,13.0
2019-08-25 07:00:00+02,16.9,0.6,55.3
2019-08-25 08:00:00+02,18.1,1.7,151.5
2019-08-25 09:00:00+02,18.8,2.6,252.0
2019-08-25 10:00:00+02,19.7,2.3,375.2
2019-08-25 11:00:00+02,21.7,1.9,548.4
2019-08-25 12:00:00+02,21.0,2.3,606.1
2019-08-25 13:00:00+02,21.6,3.2,629.8
2019-08-25 14:00:00+02,22.0,2.9,631.9
2019-08-25 15:00:00+02,20.3,2.5,313.0
2019-08-25 16:00:00+02,21.2,2.9,495.6
2019-08-25 17:00:00+02,19.9,2.5,271.1
2019-08-25 18:00:00+02,19.2,2.9,188.7
2019-08-25 19:00:00+02,18.3,2.0,51.5
2019-08-25 20:00:00+02,16.8,1.1,6.8
2019-08-25 21:00:00+02,16.4,0.7,0.0
2019-08-25 22:00:00+02,14.8,0.4,0.0
2019-08-25 23:00:00+02,14.0,0.0,0.0
2019-08-26 00:00:00+02,13.2,0.0,0.0
2019-08-26 01:00:00+02,12.6,0.0,0.0
2019-08-26 02:00:00+02,13.9,0.0,0.0
2019-08-26 03:00:00+02,14.5,0.0,0.0
2019-08-26 04:00:00+02,11.8,0.0,0.0
2019-08-26 05:00:00+02,11.5,0.0,0.0
2019-08-26 06:00:00+02,11.7,0.0,18.8
2019-08-26 07:00:00+02,14.1,0.0,57.2
2019-08-26 08:00:00+02,15.7,0.4,137.0
2019-08-26 09:00:00+02,17.1,0.5,266.5
2019-08-26 10:00:00+02,20.4,0.7,429.4
2019-08-26 11:00:00+02,22.1,1.4,552.3
2019-08-26 12:00:00+02,22.6,2.2,617.5
2019-08-26 13:00:00+02,23.2,2.6,646.5
2019-08-26 14:00:00+02,23.2,2.4,618.4
2019-08-26 15:00:00+02,23.7,2.4,556.5
2019-08-26 16:00:00+02,23.8,2.0,462.4
2019-08-26 17:00:00+02,23.8,1.3,344.9
2019-08-26 18:00:00+02,22.7,1.3,200.3
2019-08-26 19:00:00+02,19.2,0.3,32.2
2019-08-26 20:00:00+02,15.0,0.1,4.8
2019-08-26 21:00:00+02,13.7,0.0,0.0
2019-08-26 22:00:00+02,13.3,0.0,0.0
2019-08-26 23:00:00+02,12.7,0.0,0.0
2019-08-27 00:00:00+02,11.8,0.0,0.0
2019-08-27 01:00:00+02,12.5,0.0,0.0
2019-08-27 02:00:00+02,11.3,0.0,0.0
2019-08-27 03:00:00+02,11.4,0.0,0.0
2019-08-27 04:00:00+02,10.9,0.1,0.0
2019-08-27 05:00:00+02,11.4,0.0,0.0
2019-08-27 06:00:00+02,12.2,0.1,23.1
2019-08-27 07:00:00+02,13.6,0.1,66.7
2019-08-27 08:00:00+02,15.7,0.3,142.7
2019-08-27 09:00:00+02,18.5,0.3,181.9
2019-08-27 10:00:00+02,21.5,0.3,256.1
2019-08-27 11:00:00+02,23.9,0.4,479.6
2019-08-27 12:00:00+02,25.5,0.5,562.6
2019-08-27 13:00:00+02,26.6,0.9,596.2
2019-08-27 14:00:00+02,27.0,1.3,578.3
2019-08-27 15:00:00+02,27.3,1.3,519.5
2019-08-27 16:00:00+02,26.7,1.3,426.3
2019-08-27 17:00:00+02,26.4,0.6,307.4
2019-08-27 18:00:00+02,25.1,0.5,171.3
2019-08-27 19:00:00+02,21.6,0.3,40.0
2019-08-27 20:00:00+02,18.2,0.0,5.1
2019-08-27 21:00:00+02,17.1,0.1,0.0
2019-08-27 22:00:00+02,16.1,0.0,0.0
2019-08-27 23:00:00+02,15.8,0.1,0.0
2019-08-28 00:00:00+02,15.8,0.1,0.0
2019-08-28 01:00:00+02,15.5,0.1,0.0
2019-08-28 02:00:00+02,15.3,0.1,0.0
2019-08-28 03:00:00+02,14.9,0.0,0.0
2019-08-28 04:00:00+02,17.9,0.2,0.0
2019-08-28 05:00:00+02,17.4,0.3,0.0
2019-08-28 06:00:00+02,17.3,0.9,22.0
2019-08-28 07:00:00+02,17.6,1.0,59.7
2019-08-28 08:00:00+02,18.0,1.2,56.9
2019-08-28 09:00:00+02,18.1,0.4,49.8
2019-08-28 10:00:00+02,18.9,0.9,121.1
2019-08-28 11:00:00+02,19.7,1.0,125.2
2019-08-28 12:00:00+02,20.3,0.7,284.6
2019-08-28 13:00:00+02,21.1,0.2,143.2
2019-08-28 14:00:00+02,21.4,0.4,187.7
2019-08-28 15:00:00+02,21.7,0.3,113.1
2019-08-28 16:00:00+02,21.4,0.3,72.4
2019-08-28 17:00:00+02,21.2,0.9,114.1
2019-08-28 18:00:00+02,20.5,0.6,30.7
2019-08-28 19:00:00+02,20.4,0.2,35.3
2019-08-28 20:00:00+02,19.6,0.1,1.6
2019-08-28 21:00:00+02,19.5,0.2,0.0
2019-08-28 22:00:00+02,19.4,0.2,0.0
2019-08-28 23:00:00+02,19.3,0.1,0.0
2019-08-29 00:00:00+02,18.2,0.1,0.0
2019-08-29 01:00:00+02,18.7,0.1,0.0
2019-08-29 02:00:00+02,18.8,0.2,0.0
2019-08-29 03:00:00+02,18.9,0.4,0.0
2019-08-29 04:00:00+02,19.1,0.2,0.0
2019-08-29 05:00:00+02,17.9,0.8,0.0
2019-08-29 06:00:00+02,18.3,0.3,0.6
2019-08-29 07:00:00+02,19.2,0.5,5.3
2019-08-29 08:00:00+02,19.1,1.0,15.5
2019-08-29 09:00:00+02,19.3,1.7,61.8
2019-08-29 10:00:00+02,19.0,2.6,104.6
2019-08-29 11:00:00+02,18.7,2.5,171.0
2019-08-29 12:00:00+02,18.7,2.1,134.3
2019-08-29 13:00:00+02,19.3,2.5,199.3
2019-08-29 14:00:00+02,19.3,3.5,284.4
2019-08-29 15:00:00+02,20.3,3.7,515.3
2019-08-29 16:00:00+02,19.7,4.0,428.7
2019-08-29 17:00:00+02,19.5,3.9,339.5
2019-08-29 18:00:00+02,18.1,3.6,142.9
2019-08-29 19:00:00+02,17.5,3.3,41.1
2019-08-29 20:00:00+02,16.6,2.3,3.5
2019-08-29 21:00:00+02,16.5,0.8,0.0
2019-08-29 22:00:00+02,15.7,0.8,0.0
2019-08-29 23:00:00+02,14.9,0.7,0.0
2019-08-30 00:00:00+02,14.6,0.9,0.0
2019-08-30 01:00:00+02,14.0,0.9,0.0
2019-08-30 02:00:00+02,12.0,0.7,0.0
2019-08-30 03:00:00+02,13.9,0.5,0.0
2019-08-30 04:00:00+02,14.0,1.6,0.0
2019-08-30 05:00:00+02,14.5,1.6,0.0
2019-08-30 06:00:00+02,15.0,2.1,9.4
2019-08-30 07:00:00+02,16.3,2.7,88.9
2019-08-30 08:00:00+02,17.0,2.7,114.7
2019-08-30 09:00:00+02,16.9,2.7,92.2
2019-08-30 10:00:00+02,17.4,3.6,177.2
2019-08-30 11:00:00+02,17.8,3.6,96.7
2019-08-30 12:00:00+02,18.3,4.1,211.7
2019-08-30 13:00:00+02,18.7,4.0,286.7
2019-08-30 14:00:00+02,18.6,4.8,263.8
2019-08-30 15:00:00+02,17.9,3.9,97.2
2019-08-30 16:00:00+02,18.3,4.0,104.0
2019-08-30 17:00:00+02,18.1,4.4,129.3
2019-08-30 18:00:00+02,17.7,4.4,80.1
2019-08-30 19:00:00+02,17.3,4.4,30.3
2019-08-30 20:00:00+02,17.0,4.4,2.7
2019-08-30 21:00:00+02,17.0,3.3,0.0
2019-08-30 22:00:00+02,16.9,3.2,0.0
2019-08-30 23:00:00+02,17.0,3.3,0.0
2019-08-31 00:00:00+02,17.1,4.1,0.0
2019-08-31 01:00:00+02,17.3,3.9,0.0
2019-08-31 02:00:00+02,17.2,3.3,0.0
2019-08-31 03:00:00+02,17.2,3.9,0.0
2019-08-31 04:00:00+02,17.2,3.7,0.0
2019-08-31 05:00:00+02,17.1,3.7,0.0
2019-08-31 06:00:00+02,17.2,3.7,4.1
2019-08-31 07:00:00+02,17.4,3.6,31.1
2019-08-31 08:00:00+02,17.5,3.2,55.8
2019-08-31 09:00:00+02,17.5,3.5,60.6
2019-08-31 10:00:00+02,17.8,3.7,107.3
2019-08-31 11:00:00+02,18.2,3.7,212.8
2019-08-31 12:00:00+02,18.4,3.5,280.9
2019-08-31 13:00:00+02,18.9,3.6,331.3
2019-08-31 14:00:00+02,20.1,3.6,407.5
2019-08-31 15:00:00+02,20.1,3.6,530.5
2019-08-31 16:00:00+02,19.3,3.5,286.4
2019-08-31 17:00:00+02,18.9,3.2,237.8
2019-08-31 18:00:00+02,18.6,1.9,104.5
2019-08-31 19:00:00+02,17.7,0.8,35.9
2019-08-31 20:00:00+02,16.4,0.4,0.4
2019-08-31 21:00:00+02,14.1,0.0,0.0
2019-08-31 22:00:00+02,13.0,0.0,0.0
2019-08-31 23:00:00+02,12.7,0.1,0.0
2019-09-01 00:00:00+02,13.6,0.3,0.0
2019-09-01 01:00:00+02,12.1,0.2,0.0
2019-09-01 02:00:00+02,11.9,0.2,0.0
2019-09-01 03:00:00+02,13.2,0.2,0.0
2019-09-01 04:00:00+02,16.4,0.2,0.3
2019-09-01 05:00:00+02,16.6,0.7,0.0
2019-09-01 06:00:00+02,17.3,1.2,0.6
2019-09-01 07:00:00+02,17.4,1.3,13.5
2019-09-01 08:00:00+02,16.6,1.9,76.1
2019-09-01 09:00:00+02,17.0,2.5,157.4
2019-09-01 10:00:00+02,17.5,2.7,209.8
2019-09-01 11:00:00+02,18.0,3.1,283.2
2019-09-01 12:00:00+02,18.5,3.0,384.9
2019-09-01 13:00:00+02,18.0,3.2,379.6
2019-09-01 14:00:00+02,17.8,3.2,399.2
2019-09-01 15:00:00+02,20.0,3.0,418.7
2019-09-01 16:00:00+02,19.6,2.3,307.3
2019-09-01 17:00:00+02,18.6,1.7,185.5
2019-09-01 18:00:00+02,17.8,1.2,94.2
2019-09-01 19:00:00+02,16.7,1.7,46.9
2019-09-01 20:00:00+02,15.3,1.4,1.6
2019-09-01 21:00:00+02,14.5,1.0,0.0
2019-09-01 22:00:00+02,14.1,1.2,0.0
2019-09-01 23:00:00+02,12.8,1.2,0.0
2019-09-02 00:00:00+02,12.4,1.1,0.0
2019-09-02 01:00:00+02,9.9,0.7,0.0
2019-09-02 02:00:00+02,10.7,0.5,0.0
2019-09-02 03:00:00+02,10.6,1.1,0.0
2019-09-02 04:00:00+02,8.4,0.2,0.0
2019-09-02 05:00:00+02,7.1,0.1,0.0
2019-09-02 06:00:00+02,7.5,0.1,8.5
2019-09-02 07:00:00+02,9.1,0.0,36.2
2019-09-02 08:00:00+02,12.0,0.3,80.5
2019-09-02 09:00:00+02,14.0,0.7,101.0
2019-09-02 10:00:00+02,15.8,0.9,376.2
2019-09-02 11:00:00+02,16.6,1.0,473.1
2019-09-02 12:00:00+02,17.8,1.0,591.9
2019-09-02 13:00:00+02,18.1,1.4,617.9
2019-09-02 14:00:00+02,17.5,2.7,596.5
2019-09-02 15:00:00+02,18.0,3.1,529.9
2019-09-02 16:00:00+02,17.1,3.0,326.9
2019-09-02 17:00:00+02,17.3,2.1,134.7
2019-09-02 18:00:00+02,17.0,1.7,104.7
2019-09-02 19:00:00+02,15.3,1.4,21.4
2019-09-02 20:00:00+02,13.9,1.1,0.0
2019-09-02 21:00:00+02,13.0,1.0,0.0
2019-09-02 22:00:00+02,13.0,0.9,0.0
2019-09-02 23:00:00+02,12.1,1.3,0.0
2019-09-03 00:00:00+02,12.3,1.6,0.0
2019-09-03 01:00:00+02,11.0,1.3,0.0
2019-09-03 02:00:00+02,10.2,0.4,0.0
2019-09-03 03:00:00+02,10.6,0.1,0.0
2019-09-03 04:00:00+02,12.2,1.2,0.0
2019-09-03 05:00:00+02,12.9,1.8,0.3
2019-09-03 06:00:00+02,12.3,1.5,2.6
2019-09-03 07:00:00+02,13.6,1.2,20.0
2019-09-03 08:00:00+02,14.1,1.9,42.2
2019-09-03 09:00:00+02,13.9,1.9,17.7
2019-09-03 10:00:00+02,14.6,1.0,67.9
2019-09-03 11:00:00+02,17.0,2.2,487.5
2019-09-03 12:00:00+02,16.8,2.1,405.2
2019-09-03 13:00:00+02,18.4,2.0,536.2
2019-09-03 14:00:00+02,18.8,1.7,413.0
2019-09-03 15:00:00+02,19.0,1.9,304.6
2019-09-03 16:00:00+02,17.3,2.7,330.4
2019-09-03 17:00:00+02,15.6,1.1,159.7
2019-09-03 18:00:00+02,14.9,0.2,134.1
2019-09-03 19:00:00+02,13.0,0.1,21.6
2019-09-03 20:00:00+02,11.9,0.0,0.3
2019-09-03 21:00:00+02,10.4,0.1,0.0
2019-09-03 22:00:00+02,9.0,0.0,0.0
2019-09-03 23:00:00+02,8.4,0.1,0.0
2019-09-04 00:00:00+02,7.9,0.1,0.0
2019-09-04 01:00:00+02,7.0,0.1,0.0
2019-09-04 02:00:00+02,7.3,0.0,0.0
2019-09-04 03:00:00+02,7.8,0.3,0.0
2019-09-04 04:00:00+02,7.4,0.1,0.0
2019-09-04 05:00:00+02,7.1,0.1,0.0
2019-09-04 06:00:00+02,8.2,0.1,10.2
2019-09-04 07:00:00+02,9.6,0.2,59.9
2019-09-04 08:00:00+02,10.0,0.3,72.5
2019-09-04 09:00:00+02,10.9,0.6,65.1
2019-09-04 10:00:00+02,11.8,0.7,75.7
2019-09-04 11:00:00+02,12.5,0.7,103.7
2019-09-04 12:00:00+02,11.9,0.6,108.0
2019-09-04 13:00:00+02,11.6,0.8,62.0
2019-09-04 14:00:00+02,12.3,1.2,69.9
2019-09-04 15:00:00+02,14.7,0.9,42.2
2019-09-04 16:00:00+02,15.2,3.4,21.2
2019-09-04 17:00:00+02,14.9,3.7,16.0
2019-09-04 18:00:00+02,15.0,3.0,6.5
2019-09-04 19:00:00+02,15.1,3.0,1.7
2019-09-04 20:00:00+02,15.7,3.7,0.0
2019-09-04 21:00:00+02,14.3,3.1,0.0
2019-09-04 22:00:00+02,13.7,2.2,0.0
2019-09-04 23:00:00+02,13.4,0.4,0.0
2019-09-05 00:00:00+02,12.7,0.5,0.0
2019-09-05 01:00:00+02,12.7,0.6,0.0
2019-09-05 02:00:00+02,11.8,0.9,0.0
2019-09-05 03:00:00+02,10.9,1.2,0.0
2019-09-05 04:00:00+02,10.1,1.2,0.0
2019-09-05 05:00:00+02,10.0,1.2,0.0
2019-09-05 06:00:00+02,10.0,1.4,6.6
2019-09-05 07:00:00+02,10.8,1.3,52.9
2019-09-05 08:00:00+02,11.4,1.8,77.2
2019-09-05 09:00:00+02,12.6,1.6,87.4
2019-09-05 10:00:00+02,14.1,1.7,361.1
2019-09-05 11:00:00+02,15.2,1.3,531.9
2019-09-05 12:00:00+02,15.4,1.3,464.9
2019-09-05 13:00:00+02,15.1,1.6,514.0
2019-09-05 14:00:00+02,15.0,1.8,189.3
2019-09-05 15:00:00+02,15.2,1.5,259.2
2019-09-05 16:00:00+02,13.3,1.0,215.1
2019-09-05 17:00:00+02,14.3,1.0,278.4
2019-09-05 18:00:00+02,13.3,0.9,103.3
2019-09-05 19:00:00+02,11.2,0.3,24.3
2019-09-05 20:00:00+02,9.0,0.0,0.0
2019-09-05 21:00:00+02,11.7,0.6,0.0
2019-09-05 22:00:00+02,9.5,0.2,0.0
2019-09-05 23:00:00+02,7.8,0.1,0.0
2019-09-06 00:00:00+02,6.6,0.0,0.0
2019-09-06 01:00:00+02,5.6,0.1,0.0
2019-09-06 02:00:00+02,6.1,0.1,0.0
