HOUR,dist_network1
HOUR_0.08333333333333333,2.289096049673462
HOUR_0.16666666666666666,2.2131086441106707
HOUR_0.25,2.1789147935691657
HOUR_0.3333333333333333,2.0986306381761284
HOUR_0.41666666666666663,1.8647706153686165
HOUR_0.49999999999999994,0.9495966308167963
