HOUR,ps1
HOUR_0.08333333333333333,2.8641480496734624
HOUR_0.16666666666666666,2.7876993546645243
HOUR_0.25,2.753044214676873
HOUR_0.3333333333333333,2.67229876983769
HOUR_0.41666666666666663,2.2226771658073745
HOUR_0.49999999999999994,1.022342183586065
