HOUR,L1,L7,ML1,ML2,L2,L3,L4,L5,L6
0.08333333333333333,2.5051103746909575,0.18816533152539705,0.3869014252791203,0.07505402577498899,2.2028465589132793,1.6497445520274423,1.5239829195457162,0.3240771520683836,0.0
0.16666666666666666,2.2368571712099765,0.14572259270153154,0.4288777523856879,0.07459271105381049,1.9778853887087282,1.4281683394380593,1.3064581674761655,0.3230521294157995,0.0
0.25,1.9173038646981695,0.10328240880335215,0.470852821628796,0.07413139642449096,1.7016414512663687,1.155336583525468,1.037777895271688,0.32202708418535053,0.0
0.3333333333333333,1.7540572059760962,0.060844791157705906,0.5128266214665018,0.07367008218261617,1.5814402418159261,1.038323723105691,0.9229190730095239,0.3210021547414499,0.0
0.41666666666666663,1.6459727669321182,0.01840973433036197,0.5547991556354646,0.07320876817584576,1.5163154742613187,0.9763178783032345,0.8624803033238777,0.31997727224879213,0.0
0.49999999999999994,1.3957350828200106,0.02402277944565867,0.5967704409208636,0.07274745413315031,1.3091762135659337,0.7724354859485913,0.6611956839181801,0.3189523069332836,0.0
0.5833333333333334,1.241737781349002,0.06645273160529541,0.638740458398388,0.0722861403837669,1.1981473592868497,0.6645530743599579,0.5550138267869045,0.31792741550896153,0.0
0.6666666666666666,1.074267696445986,0.10888013293606491,0.6807092179933534,0.07182482677671942,1.0736366014730265,0.5431903469451242,0.4353138460080572,0.31690252592633783,0.0
0.75,0.8145364496003822,0.15130499665656316,0.7226767315792131,0.07136351320787071,0.8568990125268102,0.32964951631302597,0.2236124960706718,0.31587758797661536,0.0
0.8333333333333334,0.7322178074541625,0.19372728600455957,0.7646429636101857,0.0709022000337427,0.8174410729120609,0.2932616055727806,0.18833608427505055,0.3148527741589646,0.0
0.9166666666666666,0.6834903927178857,0.23614701773249178,0.8066079301265745,0.07044088705879403,0.8115508624277935,0.2904211061818103,0.18651370395068056,0.31382799140305906,0.0
1.0,0.6347673739346646,0.2785641973368911,0.8485716360123661,0.0699795742398237,0.8056607893440741,0.28758070936552826,0.18469135365893408,0.3128032182335687,0.0
1.0833333333333333,0.586048749884867,0.3209788255476269,0.8905340816290845,0.06951826157637697,0.7997708536290702,0.2847404151002877,0.18286903339242144,0.31177845464912934,0.0
1.1666666666666665,0.5873012421257044,0.3208365184345894,0.8905819884075754,0.06970850822972352,0.8009438817193768,0.28532889526391614,0.18324660374938162,0.31194349083321526,0.0
1.2499999999999998,0.5886108551972029,0.32064557067133137,0.8905819881001663,0.0698994996341753,0.8021249882963275,0.28592129884660267,0.18362668983448316,0.3121098871866934,0.0
1.3333333333333333,0.5899204752431615,0.3204546228566869,0.8905819877932118,0.07009049106454768,0.8033061005612581,0.28651370686239375,0.1840067772175189,0.3122762837885489,0.0
1.4166666666666665,0.5912301022635802,0.3202636749897465,0.8905819874871667,0.07028148251993116,0.8044872185141685,0.2871061193114599,0.18438686589846043,0.3124426806387248,0.0
1.4999999999999998,0.592539736258459,0.32007272707051015,0.8905819871802122,0.07047247400305423,0.8056683421555135,0.2876985361938864,0.18476695587744985,0.31260907773739177,0.0
1.5833333333333333,0.5938493772287075,0.31988177909897786,0.8905819868741673,0.07066346551164315,0.8068494714852931,0.28829095750981537,0.18514704715448715,0.3127754750843508,0.0
1.6666666666666665,0.38736270188928756,0.5274136962821103,0.8905820714289803,0.0708544565095508,0.8080304277668802,0.28888330472969415,0.18552711674692546,0.3129418075509989,0.0
1.7499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
