HOUR,L1,L7,ML1,ML2,L2,L3,L4,L5,L6
0.08333333333333333,-0.00855412788951071,-2.847434075192723e-05,-2.2737367544323206e-13,2.2737367544323206e-13,-0.007629704147348093,-0.0034692257838173646,0.0,0.0,0
0.16666666666666666,-0.006453666879451703,-3.47314066857507e-05,-2.2737367544323206e-13,0.0,-0.005698118478449032,-0.0025435545682199745,0.0,0.0,0
0.25,-0.004290014654088736,-4.1629729594205855e-05,4.547473508864641e-13,0.0,-0.003715905383160134,-0.0016003185632627037,0.0,-1.4210854715202004e-14,0
0.3333333333333333,-0.003508869844381479,-4.9175342837770586e-05,-2.2737367544323206e-13,0.0,-0.003000849384989124,-0.0012640953333118432,0.0,0.0,0
0.41666666666666663,-0.0031337196651293198,-5.736626690122648e-05,0.0,-2.2737367544323206e-13,-0.002655115708193989,-0.0011032022280659248,0.0,0.0,0
0.49999999999999994,-0.0020535968187687104,-6.619380428674049e-05,0.0,-2.2737367544323206e-13,-0.0016733901306906773,-0.000646964581761722,0.0,0.0,0
0.5833333333333334,-0.0015921685780995176,-7.566777048850781e-05,0.0,-2.2737367544323206e-13,-0.0012528002798717353,-0.0004553298545886264,-1.4210854715202004e-14,0.0,0
0.6666666666666666,-0.001159774725238094,-8.578302981732122e-05,2.2737367544323206e-13,0.0,-0.000860754793848173,-0.00027974433946553745,0.0,0.0,0
0.75,-0.0006149284267848998,-9.653347569837933e-05,-2.2737367544323206e-13,0.0,-0.00037977824058543774,-7.364995059333523e-05,0.0,-1.4210854715202004e-14,0
0.8333333333333334,-0.0005612220700186299,-0.00010793740966619225,-2.2737367544323206e-13,2.2737367544323206e-13,-0.0003240908156385558,-5.222381138025867e-05,0.0,0.0,0
0.9166666666666666,-0.0005704479281121166,-0.00011998655600109487,0.0,0.0,-0.00031969044334800856,-5.121473350300221e-05,-1.4210854715202004e-14,0.0,0
1.0,-0.000581024692110077,-0.00013267840222397354,0.0,-2.2737367544323206e-13,-0.00031532713774140575,-5.02155806572091e-05,1.4210854715202004e-14,0.0,0
1.0833333333333333,-0.0005929519802521099,-0.00014601276484427217,-2.2737367544323206e-13,0.0,-0.00031100088972380036,-4.9226350412823194e-05,-1.4210854715202004e-14,0.0,0
1.1666666666666665,-0.0005941477008946094,-0.00014603337331209332,-2.2737367544323206e-13,-2.2737367544323206e-13,-0.0003118489019016124,-4.943018119263343e-05,0.0,0.0,0
1.2499999999999998,-0.0005953324680376681,-0.00014603841009375174,-2.2737367544323206e-13,2.2737367544323206e-13,-0.0003127043526092166,-4.963579864636358e-05,0.0,0.0,0
1.3333333333333333,-0.0005965193220163201,-0.00014604346006308333,-2.2737367544323206e-13,0.0,-0.00031356135082205583,-4.984184501211075e-05,0.0,1.4210854715202004e-14,0
1.4166666666666665,-0.0005977082630579389,-0.00014604852390220913,2.2737367544323206e-13,0.0,-0.00031441989631275646,-5.00483203325075e-05,0.0,0.0,0
1.4999999999999998,-0.0005988992907077773,-0.00014605360047426075,0.0,-2.2737367544323206e-13,-0.00031527998839919746,-5.025522462176468e-05,0.0,-1.4210854715202004e-14,0
1.5833333333333333,-0.0006000924056479562,-0.00014605869091610657,-2.2737367544323206e-13,0.0,-0.0003161416284456209,-5.04625578798823e-05,-1.4210854715202004e-14,0.0,0
1.6666666666666665,-0.0006333799892672687,-0.00014602026089960418,0.0,-2.2737367544323206e-13,-0.00031695733991909947,-5.0662724902394984e-05,-2.842170943040401e-14,-1.4210854715202004e-14,0
1.7499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
